"","CountyName","avg_CO","avg_CO_rate","sum_CO","n","CO_rate2","Customers_Served","avg_CO_rate2","ifelse(avg_CO_rate2 == avg_CO_rate, TRUE, FALSE)","RPL_THEMES","GEOID","X","count_nf","pct_pov","pct_unemp","pct_no_HS","number_over_65","pct_over_65","pct_under_17","pct_with_disability","pct_single_parent","pct_black","pct_asian","pct_white","pct_hispanic","pct_english_def","pct_multi_unit","pct_mobile_home","pct_overcrowded","pct_no_vehicle","pct_over65_alone","pct_insured","pct_own_occ","pct_SS","pct_PA_FS","tot_pop","median_HH_inc","median_home_value","RUCC_2013","X2013.code","Beneficiaries","EDB","count_hosp","EDB_per_65","pct_renter_occ","urban_rural","POP_DENSITY"
"94","Guadalupe",404.631823091495,0.00558508420672812,142835.033551298,353,0.00558508420672812,72448.6521804007,0.00558508420672812,TRUE,0.1423,48187,81,7,9.10922195527629,2.25737487705151,11.2853984629961,21670,13.6318458035052,25.3720921454902,12.7653188935149,7.8673073369063,7.58338261011789,1.62739202093529,50.3604544367978,37.9188002465936,2.34740523450558,8.25257679005582,13.83419511694,3.01607835889854,2.59656255775273,19.8707891093678,88.3457638374499,76.6937719460359,29.3457771206801,6.87488449454814,158966,74496,196000,1,2,24695,937,2,4.32395016151361,23.3062280539641,1,86.29438428
"95","Hale",46.6511321636796,0.00318691194101347,16467.8496537789,353,0.00318691194101347,14638.3499221645,0.00318691194101346,FALSE,0.8775,48189,82,2,17.4700448184396,2.80403030539717,23.4054778778012,4482,13.250162596819,27.2216638089044,11.4735202492212,8.92710143601939,4.53792940341749,0.292674274226926,33.8290072725123,59.4483533376692,6.40065973103273,14.3869860458175,7.30542496828595,4.80197566998994,6.02762279337785,25.6358768406961,79.7196261682243,62.2884844050123,29.7265160523187,14.5065398335315,33826,48384,82700,4,5,5533,361,1,8.05443998215083,37.7115155949877,0,12.99945331
"96","Hall",0.0339943342776204,2.00390509438509e-05,12,353,2.00390509438509e-05,1696.40440422413,2.00390509438509e-05,FALSE,0.8419,48191,83,1,20.3630623520126,5.75275397796818,20.3846153846154,681,22.3425196850394,22.244094488189,18.7103240895423,7.57695343330703,6.16797900262467,0.26246719160105,55.6102362204724,34.7769028871391,6.93170234454638,6.00208768267223,4.85386221294363,4.34096290449882,7.73480662983425,32.3054331864905,75.643167390578,65.2722967640095,40.2525651144436,16.81136543015,3048,34673,52800,9,6,766,61,0,8.95741556534508,34.7277032359905,0,1.332031826
"97","Hamilton",108.057499487638,0.0270007745145193,38144.2973191361,353,0.0270007745145193,4002.01480996522,0.0270007745145193,TRUE,0.2925,48193,84,3,14.1853462696554,1.04596346493813,15.9716359952727,2042,24.5079212674028,20.7753240518483,21.4021685559389,5.52024088323854,0.792126740278445,0,84.0494479116659,12.7460393662986,3.35459183673469,3.47864376926464,5.41611624834874,3.64670458347273,1.77316828370693,21.2536728697356,83.6249383932972,81.8668450986952,45.0986952157912,11.107393777183,8332,50825,130800,6,6,2492,127,1,6.21939275220372,18.1331549013048,0,3.84848332
"98","Hansford",0.101983002832861,4.14409317941117e-05,36,353,4.14409317941117e-05,2460.92446327068,4.14409317941117e-05,TRUE,0.6917,48195,85,1,15.0163220892274,2.60975609756098,32.2265045953157,851,15.4166666666667,29.7826086956522,15.6956441830546,7.45375408052231,0.0905797101449275,0.072463768115942,51.6123188405797,48.0072463768116,14.7644391878573,7.49255002128565,8.1311196253725,4.4069640914037,2.33949945593036,17.5088131609871,76.8792501378423,70.4570184983678,26.822633297062,8.32426550598477,5520,38000,95300,7,6,936,43,1,5.05287896592244,29.5429815016322,0,2.31709179
"99","Hardeman",86.8016997167139,0.0406202475711503,30641,353,0.0406202475711503,2136.907205321,0.0406202475711503,TRUE,0.4941,48197,233,0,16.4160401002506,4.40446650124069,21.121157323689,845,21.4195183776933,20.7858048162231,21.9313850063532,3.88471177944862,5.8808618504436,0,71.6856780735108,18.9860583016477,5.49773151854817,8.19112627986348,10.6655290102389,3.07017543859649,5.51378446115288,30.2958579881657,86.1499364675985,67.9197994987469,51.5037593984962,17.0426065162907,3945,41859,43100,9,6,971,44,1,5.20710059171598,32.0802005012531,0,2.191255938
"100","Hardin",407.838526912181,0.0147679583771481,143967,353,0.0147679583771481,27616.4461259092,0.0147679583771481,TRUE,0.087,48199,86,5,14.0890138659944,1.98019801980198,12.0350052246604,9352,16.4749405443495,24.7141724654276,16.2038352272727,6.46271695917774,5.55447899233683,0.618338765084119,86.4899145600282,5.69012595789659,0.250782516875966,5.91871363930187,27.650290885585,1.56113642974886,4.31009405604577,24.743370402053,85.8061079545455,81.2178803451954,34.8686124309124,10.9424997575875,56765,60339,124100,2,3,11570,526,1,5.62446535500428,18.7821196548046,1,24.60968347
"101","Harris",48895.1926345609,0.0227477676255517,17260003,353,0.0227477676255517,2149450.15438081,0.0227477676255517,TRUE,0.6443,48201,87,102,14.2969088707387,3.93167956754921,18.5870105403014,472148,10.1610844848847,26.8128084224481,9.21930360415394,8.75873942921498,18.5735468500827,6.91666863942255,29.5892937462204,42.9368165745928,11.6596726717216,36.0517754692053,2.598388322806,5.63272720024318,5.97750796079154,23.4388369748469,79.7799125315573,54.595208076902,20.5182861499669,13.0480363380857,4646630,61705,175700,1,1,563407,18081,66,3.82951955742691,45.404791923098,1,1051.533172
"102","Harrison",60.3909352850015,0.00193647635194261,21318.0001556055,353,0.00193647635194261,31185.9916205118,0.00193647635194261,FALSE,0.4822,48203,88,3,16.5679203159883,3.07864647713226,14.7444224151683,10965,16.4689095824572,25.3829978972664,13.204393868032,8.99021123132406,20.6668669270051,0.793030940222289,63.5866626614599,13.1075398017423,1.84890943232703,10.0163803018158,21.7370090265919,3.94985402713378,5.35806285419887,21.8695850433197,85.1456266427627,72.299501974927,33.9343980765928,14.6058732612056,66580,52220,130900,4,5,11222,597,1,5.44459644322845,27.700498025073,0,28.56114744
"103","Hartley",3.59773371104816,0.00160134269384391,1270,353,0.00160134269384391,2246.69817702296,0.00160134269384391,FALSE,0.3202,48205,89,1,7.33015494636472,0.174102285092492,17.4350573367657,852,15.0291056623743,21.4852707708591,13.8983050847458,2.38379022646007,7.40871405891692,1.44646322102664,59.9753042864703,26.724289998236,4.81433103190894,10.4693140794224,21.763795771016,3.63528009535161,0.178784266984505,24.5305164319249,84.2857142857143,62.6936829558999,28.7842669845054,6.01907032181168,5669,58298,167200,7,6,133,22,1,2.58215962441315,37.3063170441001,0,1.497186467
"104","Haskell",215.821529745042,0.0751125095849361,76185,353,0.0751125095849361,2873.31006429754,0.0751125095849361,TRUE,0.8893,48207,90,1,19.0121155638397,6.38871603401784,29.7155688622755,1262,22.0398183723367,18.372336709745,23.3352305065452,10.1584342963653,3.78973105134474,0.2794271742927,64.6524624519735,28.5714285714286,5.71532580997452,3.34390314211588,15.3934851542231,1.6309412861137,8.06150978564772,26.3074484944533,79.1500664010624,75.5824790307549,41.0531220876048,19.3383038210624,5726,40313,53900,6,6,1317,96,1,7.60697305863708,24.4175209692451,0,2.44794608
"105","Hays",5316.25212464589,0.0540676963170568,1876637,353,0.0540676963170568,98325.8486448362,0.0540676963170568,TRUE,0.1739,48209,91,6,13.7464765717554,3.13372322909228,9.93054795163384,22818,10.6942999353224,23.1381757168434,9.30123805519997,4.93348039816441,3.8464422635284,1.50445713000197,53.7700477114442,38.9326321906958,3.69902670326928,23.9687480149908,9.09991742361685,4.19679453136702,2.85687051486308,20.2690858094487,86.5731709045219,62.2833176736522,23.066029385732,6.89979165815597,213366,68717,238700,1,2,34277,1058,5,4.63669033219388,37.7166823263478,1,121.5015761
"106","Hemphill",0.178470254957507,0.000102692416884253,63,353,0.000102692416884253,1737.91074718463,0.000102692416884253,FALSE,0.6403,48211,92,1,7.01078582434515,3.3665407076606,17.9159802306425,527,13.1947921882824,31.5723585378067,12.8347650328449,8.39753466872111,0.976464697045568,0.0250375563345017,63.0696044066099,34.8272408612919,7.9850944902848,13.0711393869289,18.2764603817235,5.70107858243451,3.46687211093991,19.1650853889943,76.2506316321374,71.2634822804314,26.271186440678,8.39753466872111,3994,70625,151700,7,6,603,31,1,5.88235294117647,28.7365177195686,0,1.701551149
"107","Henderson",2098.16085659184,0.0509497469640563,740650.782376919,353,0.0509497469640563,41180.986788257,0.0509497469640563,TRUE,0.4308,48213,93,6,16.1491692947947,2.57032375464402,16.4934225467759,17818,21.9785370667325,21.54187738991,17.9445880311146,5.00699027863576,6.35253484642901,0.647588503762181,78.1768841741705,12.7630442827186,1.58914627458149,5.96663918925472,27.5905542355622,3.03345579867998,5.43941216633612,23.5323829834998,82.114095216691,75.2121468283643,44.3476281822024,13.0344311863966,81070,47355,108500,4,5,18630,1165,1,6.53833202379616,24.7878531716357,0,35.8239137
"108","Hidalgo",22329.5609083645,0.0699715284944129,7882335.00065268,353,0.0699715284944129,319123.526223205,0.0699715284944129,TRUE,0.9684,48215,94,22,27.9615683148377,4.03467651627054,34.2786796310979,92728,10.843148077121,32.9450311982563,12.9506231881491,12.4663827644801,0.422369196516273,0.940508152707747,6.13815167871877,92.1777505449171,19.3229741440921,16.6289670547615,15.3010962443948,12.4307201745369,6.23507940170761,18.0053489776551,69.666235660178,68.0370890935409,27.1778304558518,29.289475340368,855176,40014,87100,2,3,106238,2925,15,3.15438702441549,31.9629109064591,1,210.1998048
"109","Hill",844.059496500297,0.0485226232856021,297953.002264605,353,0.0485226232856021,17395.1744433148,0.0485226232856021,TRUE,0.6759,48217,95,4,12.5769704433498,3.63905117195749,16.4939586319885,7332,20.5441452548404,23.3153072375242,17.7795540837592,6.91964285714286,6.27364173835075,0.400683684048306,70.5987839390288,20.6057888985402,2.91201429209468,7.78600722286834,17.6164534492257,4.81834975369458,5.38023399014778,24.9181669394435,84.5927659938908,72.5754310344828,40.8020320197044,12.7078201970443,35689,53307,103800,6,6,8694,626,1,8.5379159847245,27.4245689655172,0,14.370869
"110","Hockley",38.6909095771359,0.00361350838770746,13657.891080729,353,0.00361350838770746,10707.2975695188,0.00361350838770746,TRUE,0.83,48219,96,2,15.8559459797424,4.68572725209893,23.7909949972207,3288,14.2559833506764,26.1446409989594,14.6398073133348,7.06514943103664,3.19979188345473,0.351196670135276,46.9302809573361,47.7930974679154,4.75504322766571,9.44160272804774,17.3593350383632,5.52707265224459,5.41453044891834,31.9343065693431,82.4085833150865,70.5264474177817,33.6876328623234,13.1674377891709,23064,48248,93600,6,5,3587,234,1,7.11678832116788,29.4735525822183,0,9.803105181
"111","Hood",1205.72412067902,0.0406520293029737,425620.614599694,353,0.0406520293029737,29659.6293309968,0.0406520293029737,FALSE,0.0593,48221,97,4,9.69664138678223,2.0486879544736,10.5657237936772,14397,24.687060598786,21.0741109091533,11.7391907835381,3.47598410978693,0.756198772248705,0.704756678898453,84.2227099694777,12.4009739703008,2.31385775940231,8.83467191998788,19.0710713744507,2.88010111953774,2.60924521487902,19.1012016392304,85.1169408008883,77.3474178403756,44.7634525099314,6.78042614662333,58318,64041,193500,1,2,18091,989,1,6.86948669861777,22.6525821596244,1,53.52090752
"112","Hopkins",601.895010672893,0.0334877542090705,212468.938767531,353,0.0334877542090705,17973.5854161837,0.0334877542090705,TRUE,0.4269,48223,98,4,14.3474374255066,2.55139694254085,15.0834796097481,6666,18.2700213780628,24.9136655155402,15.2944769944187,5.63915375446961,7.00268596173875,0.666008880118402,73.2829030312997,16.8749657402839,2.73591806876372,11.4686951433587,12.07333723425,3.79916567342074,3.92580452920143,22.7122712271227,81.4927942687363,69.5992252681764,36.1591179976162,11.8370083432658,36486,52078,114900,6,5,7773,425,1,6.37563756375638,30.4007747318236,0,18.3565429
"113","Houston",964.101983390365,0.087259150485745,340328.000136799,353,0.087259150485745,11048.7207132261,0.087259150485745,TRUE,0.747,48225,99,4,19.7406689287445,0.810568977314595,18.7864223490538,4893,21.3165461357498,19.5957131654614,19.3489963274136,6.50751333010179,24.9063344079463,0.383375446545264,61.8280038337545,11.0830356364904,1.59305848866036,6.12036722203332,24.1754505270316,3.29617062530296,7.02859912748425,26.5276926221132,85.0933239422448,69.9709161415414,45.5041202132816,14.2874454677654,22954,37904,100700,7,6,5673,306,1,6.25383200490497,30.0290838584586,0,7.199495605
"114","Howard",983.213068181818,0.0663716628964911,346091,352,0.0663716628964911,14813.7476940298,0.0663716628964911,TRUE,0.8024,48227,100,3,16.1153289949385,3.68289424098119,20.0153902231582,4680,12.87518226086,22.1078984291177,15.5938178727691,9.38177874186551,5.19409062147514,0.693279044815538,48.6505818591983,42.5101103194036,7.35039219718558,13.7177541729894,6.44157814871017,4.06724511930586,6.39913232104121,32.5641025641026,83.0054455601372,65.3922631959508,31.4081706435286,10.0054229934924,36349,54208,99000,4,5,5257,281,1,6.0042735042735,34.6077368040492,0,15.58010722
"115","Hudspeth",0.0142045454545455,1.08476511347275e-05,5,352,1.08476511347275e-05,1309.45817468919,1.08476511347275e-05,FALSE,0.9447,48229,234,0,26.0736196319018,2.36994219653179,44.4822888283379,675,15.2887882219706,24.5300113250283,22.6545253863135,11.4519427402863,1.63080407701019,0.770101925254813,17.3499433748584,77.8029445073613,34.4433872502379,0.316656111462951,37.3654211526283,8.38445807770961,3.68098159509202,22.3703703703704,73.4547461368653,71.881390593047,52.4539877300613,33.3333333333333,4415,31677,50900,2,3,693,50,0,7.40740740740741,28.118609406953,1,0.372963947
"116","Hunt",1837.73914509791,0.0413558472589869,648721.918219561,353,0.0413558472589869,44437.2263392223,0.0413558472589869,TRUE,0.6087,48231,101,5,14.8934888065323,2.97566952564327,15.4713576905728,14886,15.808925044073,23.9226014740554,15.4080167962808,5.95377986682335,7.80569656549351,1.23616745608632,71.6244344852488,16.3505448057603,2.05198513415518,13.8420022223398,17.0882057251706,4.97453975714845,6.10141914489741,23.0081956200457,83.7253893780663,68.8782427912863,35.1381481816264,13.4863960950917,94162,54959,123300,1,2,16600,891,1,5.98548972188634,31.1217572087137,1,43.25974698
"117","Hutchinson",10.8725212464589,0.00117194418171221,3838,353,0.00117194418171221,9277.33710881531,0.00117194418171221,TRUE,0.336,48233,102,2,14.9949487660557,3.78391385429826,14.0445016813336,3470,16.2574962518741,25.7027736131934,19.224068929799,7.23048058882956,1.43834332833583,0.356071964017991,70.3616941529235,23.2571214392804,1.71437164770164,10.269660809922,9.85624354035516,1.48650598932025,4.44508587097705,25.014409221902,80.9265972974245,80.3290518112282,38.8079087891471,9.49631981526916,21344,52524,78800,6,5,4116,297,1,8.55907780979827,19.6709481887718,0,9.286427209
"118","Irion",252.729166832686,0.276769490687707,89213.395891938,353,0.276769490687707,913.139545130906,0.276769490687707,TRUE,0.0474,48235,235,0,11.7302052785924,3.37171052631579,6.8334937439846,273,16.8518518518519,26.2345679012346,12.2194513715711,8.50439882697947,4.07407407407407,0,69.8765432098765,25.5555555555556,0,1.76017601760176,14.1914191419142,5.57184750733138,1.46627565982405,27.8388278388278,85.286783042394,77.5659824046921,28.4457478005865,5.13196480938416,1620,47500,118300,3,4,325,23,0,8.42490842490843,22.4340175953079,1,0.594825897
"119","Jack",60.5591610057519,0.0142771624281544,21377.3838350304,353,0.0142771624281544,4241.68046770485,0.0142771624281544,TRUE,0.3715,48237,103,1,16.4457070707071,1.80681028492008,17.9525222551929,1510,17.0582919114324,21.2042476276548,17.2346766878321,6.9760101010101,4.74469046543154,0.101671938544962,77.1577044735653,16.8775417984636,3.55863386673036,3.55256841094575,18.6989918386942,3.91414141414141,5.61868686868687,20.7284768211921,81.9878191006868,81.2815656565657,37.2790404040404,9.97474747474748,8852,52045,86300,6,6,1543,76,1,5.03311258278146,18.7184343434343,0,3.751922555
"120","Jackson",341.082152974504,0.051809095577868,120402,353,0.051809095577868,6583.44155925024,0.051809095577868,TRUE,0.5099,48239,104,2,15.6802928615009,2.01242453407997,17.5623605759481,2577,17.3933585313175,25.4657127429806,17.8018363711114,5.89790522676429,6.47948164146868,1.04616630669546,58.4840712742981,33.106101511879,3.91858612197595,9.64482092435726,17.3725665031951,5.18608907870653,5.26743949562742,19.674039580908,84.2400986706866,69.5952816758186,32.9875940614196,14.2566605653854,14816,62806,114000,6,6,3007,127,1,4.92821109817617,30.4047183241814,0,6.896787056
"121","Jasper",0.141643059490085,8.17791355708203e-06,50,353,8.17791355708203e-06,17320.1952431281,8.17791355708203e-06,FALSE,0.5929,48241,105,3,17.2077922077922,4.30061437348193,15.0095681837091,6875,19.362924576128,24.1367656170788,15.8303948205099,7.35930735930736,16.5296006308793,0.450628062862615,74.5226158959049,6.71999098743874,0.81108583742368,7.21064814814815,25.6539351851852,2.51236858379716,5.4421768707483,28.0581818181818,82.4585236140817,77.5742115027829,43.0504019789734,13.3116883116883,35506,44370,100900,6,6,8428,364,1,5.29454545454545,22.4257884972171,0,14.60487914
"122","Jeff Davis",228.287337152445,0.161766442590489,80585.4300148131,353,0.161766442590489,1411.21566065685,0.161766442590489,TRUE,0.1067,48243,236,0,4.17457305502846,1.80084745762712,21.1425206124853,763,34.0473003123605,16.7782240071397,14.010105649977,0,1.02632753235163,0,58.3668005354752,39.8482820169567,7.43119266055046,1.93413486670152,17.1981181390486,2.18216318785579,0.94876660341556,14.5478374836173,83.0500689021589,81.5939278937381,51.5180265654649,14.6110056925996,2241,53088,111900,9,6,691,24,0,3.14547837483617,18.4060721062619,0,0.382085966
"123","Jefferson",1224.97727272727,0.0098389408085937,431192,352,0.0098389408085937,124502.961910019,0.0098389408085937,TRUE,0.664,48245,106,14,16.6548371832925,2.73694855517953,15.7974135381048,36138,14.208539749941,23.9529763308957,14.4938685384708,9.33346238224287,33.4560037744751,3.73240544153495,40.5870095148227,20.7234410631438,4.51206892910692,23.6909752614364,3.38600451467269,2.4078375704392,7.30524368735751,27.7740882173889,80.0699431555923,61.074547253409,31.951434593711,15.711704736095,254340,51248,112800,2,3,42685,1851,13,5.1220322098622,38.925452746591,1,112.0542672
"124","Jim Hogg",60.1813210375355,0.0276432052892791,21244.00632625,353,0.0276432052892791,2177.07463399245,0.0276432052892791,TRUE,0.9605,48247,107,1,26.5682656826568,6.1698717948718,25.4856766545933,744,14.2229019307972,31.9824125406232,21.8461538461538,14.2681426814268,0.0382336073408526,0,8.08640795259033,91.3400879372969,4.81850987051581,12.4797406807131,8.75202593192869,10.8241082410824,10.7626076260763,31.4516129032258,78.5,71.6482164821648,40.2214022140221,34.5018450184502,5231,33382,65000,6,6,964,33,0,4.43548387096774,28.3517835178352,0,1.77763446
"125","Jim Wells",1533.00464875285,0.0881620854755041,541150.641009756,353,0.0881620854755041,17388.4798718696,0.0881620854755041,TRUE,0.8933,48249,108,3,22.8844228844229,2.87026780478269,25.1439688715953,6113,14.919945328517,27.9776432685737,15.8239700374532,9.44020944020944,0.62237625695597,0.512545152787269,17.9561651859807,80.2816557649126,3.51266407838787,9.36144210204705,13.4188817598533,6.1985061985062,7.23030723030723,20.5954523147391,81.7415730337079,70.6090706090706,36.6135366135366,17.7793177793178,40972,41505,76200,4,5,8243,327,1,5.34925568460658,29.3909293909294,0,18.28471077
"126","Johnson",3059.79802573662,0.0398758152504861,1080108.70308503,353,0.0398758152504861,76733.1779053551,0.0398758152504861,TRUE,0.1937,48251,109,8,9.12580701448264,2.21937885308829,14.3092828860537,23146,13.8423079683276,26.054350166256,10.1774853410705,6.85220729366603,3.46506231610172,0.918594359256513,71.9924407339186,21.3585149391192,3.0768836789439,10.2274193548387,19.9951612903226,3.95742453324027,1.95951840865469,19.6664650479565,84.0675949643694,73.3414761821672,29.837724655383,10.8201012039784,167212,64359,155400,1,2,33013,1834,2,7.92361531150091,26.6585238178328,1,89.04683727
"127","Jones",566.233787746802,0.0742459935922223,199880.527074621,353,0.0742459935922223,7626.45579041882,0.0742459935922223,TRUE,0.4625,48253,110,3,15.5898876404494,0.987289388117056,21.6451393609789,3036,15.2233866519581,17.4597603169032,20.6168704727783,7.47893258426966,13.9898711327283,0.386100386100386,54.149325577897,27.548513262799,1.43688709423672,2.7940575166962,15.4831675071555,1.31671348314607,6.09199438202247,25.8563899868248,84.5003504945868,74.5962078651685,39.0449438202247,13.0969101123596,19943,50344,82400,3,4,2872,166,1,5.46772068511199,25.4037921348315,1,8.29235294
"128","Karnes",251.307363150691,0.0438334621049296,88711.4991921938,353,0.0438334621049296,5733.2309857046,0.0438334621049296,TRUE,0.7431,48255,111,3,14.9229332087809,2.2441722639273,24.2588609370616,2180,14.0238018655516,20.8234158893535,13.361830127444,6.9126576366184,6.41363782566742,1.03570279832744,35.8443229334191,54.7185590221936,8.41932618055081,10.5254378648874,17.3144286905755,3.01261092947221,5.74497898178421,28.9449541284404,85.6249505263991,74.4978981784213,34.0962167211583,11.2330686595049,15545,56127,102300,6,6,2976,121,1,5.55045871559633,25.5021018215787,0,8.029407588
"129","Kaufman",2204.43048843472,0.0433100452689612,778163.962417456,353,0.0433100452689612,50898.8266981692,0.0433100452689612,TRUE,0.2451,48257,112,8,11.4902012363541,3.70648904168457,14.2328368731823,14585,11.7807179089529,27.7333527188136,12.6957343962699,7.49177956069972,11.7152919130238,1.28428806823689,63.6869568026881,21.4241866175568,2.56338861528288,8.27118480438298,14.3701880143847,3.28291463895831,3.60647112981718,19.8423037367158,86.2812706331157,76.6092331974221,28.6755228199395,10.6905169012232,123804,70107,178300,1,2,23290,1205,1,8.26191292423723,23.3907668025779,1,61.22918079
"130","Kendall",1321.36543909348,0.0692410877560607,466442,353,0.0692410877560607,19083.5453618047,0.0692410877560607,TRUE,0.0395,48259,113,6,5.54269276643514,2.45226885416366,7.23503844867937,8269,18.8923667435856,23.6605816902374,13.3205657721683,5.88648003928997,0.488930521602047,0.895611048915899,72.3434394205945,23.8753455642121,2.48739495798319,11.927403816272,8.54621169743303,1.92240230126991,2.80642671718235,16.8702382392067,90.2743487390111,74.1107135339929,34.9961411632639,5.10068055847892,43769,84747,348500,1,2,14498,394,0,4.7647841335107,25.8892864660071,1,25.51016205
"131","Kenedy",24.8435527384088,0.0941878100749377,8769.77411665832,353,0.0941878100749376,263.766114942505,0.0941878100749377,TRUE,0.7036,48261,237,0,11.6751269035533,0,73.5602094240838,144,25.3521126760563,29.5774647887324,19.7183098591549,2.03045685279188,0,0,5.28169014084507,94.7183098591549,25.6410256410256,3.97111913357401,2.88808664259928,7.61421319796954,7.61421319796954,17.3611111111111,74.1197183098592,23.3502538071066,53.8071065989848,22.8426395939086,568,38021,24400,9,5,52,11,0,7.63888888888889,76.6497461928934,0,0.150368947
"132","Kent",8.28895184135977,0.0226769265260023,2926,353,0.0226769265260023,365.523600910172,0.0226769265260023,FALSE,0.1383,48263,114,1,19.7802197802198,2.18687872763419,14.1949152542373,182,28.129829984544,24.5749613601236,28.9517470881864,0,0.927357032457496,0,83.7712519319938,14.064914992272,0.48,0,7.73930753564155,0,9.89010989010989,24.1758241758242,95.1747088186356,69.5970695970696,34.4322344322344,13.1868131868132,647,44688,35000,9,6,180,22,0,12.0879120879121,30.4029304029304,0,0.276793571
"133","Kerr",4225.72176353683,0.147459742186139,1491679.7825285,353,0.147459742186139,28656.7825284997,0.147459742186139,TRUE,0.3597,48265,115,5,9.86310330327524,2.856278929128,11.4074507405536,14024,27.0509036899871,19.2928649962386,17.8661071456585,6.24211559127225,1.43124433385414,0.815925004340027,68.7209459329128,26.9351696468183,2.07558293183712,12.3477837311252,18.3227796720247,3.46213147689576,3.10704106900902,24.7147746719909,83.8967762177426,70.7190580759707,46.7691445124515,10.1294211091903,51843,55990,180600,4,5,16339,621,1,4.4281232173417,29.2809419240293,0,18.14212561
"134","Kimble",338.343968518032,0.141727562945751,119435.420886865,353,0.141727562945751,2387.28417737303,0.141727562945751,TRUE,0.332,48267,238,0,19.7420078519349,2.45604242255093,14.903546981954,1267,28.9732449119598,21.3126000457352,20.2122750346101,3.36511497476164,1.09764463754859,0,75.6688772010062,21.7928195746627,1.31932567798681,3.18237454100367,19.9204406364749,2.63600673022995,4.15030846887269,22.8887134964483,81.6797415782187,76.2198541783511,45.4290521592821,9.08581043185642,4373,43328,149700,7,6,1219,46,1,3.63062352012628,23.7801458216489,0,1.34967637
"135","King",2.10198300283286,0.0203885198474323,742,353,0.0203885198474323,103.096400256715,0.0203885198474323,FALSE,0.0553,48269,239,0,3.8961038961039,7.78443113772455,20.253164556962,25,10.5485232067511,29.535864978903,17.2995780590717,10.3896103896104,0,0,67.0886075949367,32.9113924050633,8.52017937219731,7.25806451612903,8.87096774193548,0,0,40,95.7805907172996,33.7662337662338,25.974025974026,7.79220779220779,237,52083,36700,9,6,25,11,0,44,66.2337662337662,0,0.100459962
"136","Kinney",268.337474233591,0.14989845061696,94723.1284044575,353,0.14989845061696,1790.12840445751,0.14989845061696,TRUE,0.8538,48271,240,0,10.6207928197457,1.06316447779862,21.4744673655732,904,24.7062038808418,12.8450396283137,26.6686355581807,3.81451009723261,0.136649357748019,0,40.5848592511615,59.2784913910905,8.71031188536106,13.2330827067669,23.6591478696742,0.299177262528048,5.45998504113687,47.1238938053097,89.2498523331364,76.5893792071803,57.2176514584892,19.4465220643231,3659,26738,68800,7,6,915,43,0,4.75663716814159,23.4106207928197,0,1.03874333
"137","Kleberg",242.145875552811,0.0165086635963044,85477.4940701424,353,0.0165086635963044,14667.8060365236,0.0165086635963044,TRUE,0.917,48273,116,2,25.3217708808763,4.89602095955461,21.5503695513007,4030,13.0109123781236,24.2881126105766,13.945283898023,10.7530807850297,2.93794795635049,2.24381739523471,20.1943565571124,72.8804804029186,2.42989358383306,24.9040126477452,7.42302190770157,7.53993610223642,9.94979461433136,29.727047146402,84.537043200426,52.7704244637152,27.5490643541762,17.6175262437243,30974,43730,91900,4,5,5010,209,1,5.18610421836228,47.2295755362848,0,13.56977741
"138","Knox",125.164305949008,0.0679868658429511,44183,353,0.0679868658429511,1841.00714744134,0.0679868658429511,TRUE,0.5771,48275,117,2,16.7272727272727,2.00562983814215,18.0567139282736,679,18.3265856950067,26.6666666666667,21.4505740688883,6.03636363636364,4.69635627530364,1.07962213225371,58.2186234817814,34.331983805668,5.11330621731551,7.13231677324151,4.03344810624693,3.34545454545455,3.85454545454545,35.7879234167894,83.197983758051,82.9090909090909,30.9818181818182,12.2181818181818,3705,48798,45000,9,6,797,57,1,8.39469808541973,17.0909090909091,0,1.681722271
"139","La Salle",530.923440202693,0.174761042807021,187415.974391551,353,0.174761042807021,3037.99652185048,0.174761042807021,TRUE,0.7945,48283,118,1,23.3142353459674,1.54120700843608,36.4227020829352,1263,17.0307443365696,20.1995685005394,21.3003095975232,4.01057734684883,1.45631067961165,0.161812297734628,13.2416396979504,84.0884573894283,10.3905258705766,6.34816753926702,27.7159685863874,4.98016747465844,3.83428823270163,34.9960411718131,81.1609907120743,68.7086822388718,45.923314235346,12.9572498898193,7416,50151,82300,6,6,1140,41,0,3.24623911322249,31.2913177611282,0,1.925960762
"140","Lamar",329.631840443585,0.0124384067372469,116360.039676586,353,0.0124384067372469,26501.130523132,0.0124384067372469,TRUE,0.5731,48277,119,5,18.5267518819785,2.78985321945482,15.6884775731055,9383,18.9131442623612,23.8354397210296,19.4329508163307,8.33122821199414,12.7471730059866,0.769990526294572,74.4189796617686,7.86519118743827,1.25499513986392,15.4737858961974,8.29454641257574,1.6874652654979,8.07356136007679,30.6405200895236,83.6958072603494,64.4672358914768,38.599504875461,16.258273126863,49611,45117,99100,5,5,11295,812,1,8.65394863050197,35.5327641085232,0,21.11441657
